"","codi_farmacia","nom_farmacia","codi_abs","nom_abs","codi_municipi","nom_municipi","codi_postal","tipus_via.x","nom_via","num_via","idequipament","alies","nom","categoria","tipus_via.y","via","sufix_via","num","cpostal","poblacio","comarca","telefon1","telefon2","fax","utmx","utmy","longitud","latitud","email","web","data_modificacio","propietats","localitzacio"
"294","F08011524","Castellanos Vila, Xavier",395,"BARCELONA 9-H",8019,"BARCELONA",8030,"CR","RUBEN DARIO","79",3624676,"Farmàcia Castellanos Vila, Xavier","Farmàcia Castellanos Vila, Xavier","Salut|Farmàcies||",""," CR RUBEN DARIO, 00079",NA,NA,8030,"Barcelona","Barcelonès",933452043,NA,NA,432013.505,4587288.643,2.186252773,41.434289495,NA,NA,"2020-03-18T07:56:44.000Z",NA,"POINT (2.1862528 41.434288)"
"295","F08011556","Gimenez Parcet, Arturo",22,"BARCELONA 2-B",8019,"BARCELONA",8015,"CR","VALENCIA","90-92",3624678,"Farmàcia Gimenez Parcet, Arturo","Farmàcia Gimenez Parcet, Arturo","Salut|Farmàcies||",""," CR VALENCIA, 00090",NA,NA,8015,"Barcelona","Barcelonès",932244233,NA,NA,428933.352,4581576.573,2.150060263,41.382576484,NA,NA,"2020-03-18T07:56:40.000Z",NA,"POINT (2.1500602 41.382576)"
"296","F08011563","Castellvi Granados, Francisco",46,"BARCELONA 5-E",8019,"BARCELONA",8022,"CR","GANDUXER","129",3624679,"Farmàcia Castellvi Granados, Francisco","Farmàcia Castellvi Granados, Francisco","Salut|Farmàcies||",""," CR GANDUXER, 129",NA,NA,8022,"Barcelona","Barcelonès",934176021,NA,NA,427375.737,4583864.215,2.131159281,41.403041226,NA,NA,"2020-03-18T07:56:44.000Z",NA,"POINT (2.1311593 41.40304)"
"297","F08011570","Rocha Rosal, Elvira",36,"BARCELONA 3-E",8019,"BARCELONA",8028,"PL","SANTS","9",3624680,"Farmàcia Rocha Rosal, Elvira","Farmàcia Rocha Rosal, Elvira","Salut|Farmàcies||",""," PL DE SANTS, 9",NA,NA,8028,"Barcelona","Barcelonès",933393088,NA,NA,427694.313,4580856.035,2.135329237,41.375976469,NA,NA,"2020-03-18T07:56:31.000Z",NA,"POINT (2.1353292 41.375977)"
"298","F08011620","Bouyat Salamanca, Jean-Paul",71,"BARCELONA 10-A",8019,"BARCELONA",8005,"AV","ICARIA","160",3624685,"Farmàcia Bouyat Salamanca, Jean-Paul","Farmàcia Bouyat Salamanca, Jean-Paul","Salut|Farmàcies||",""," AV ICARIA, 160",NA,NA,8005,"Barcelona","Barcelonès",932210620,NA,NA,432897.632,4582499.624,2.197365249,41.391230572,NA,NA,"2020-03-18T07:56:46.000Z",NA,"POINT (2.1973653 41.39123)"
"299","F08011644","Cascante Torrella, Roser",130,"ALT BERGUEDÀ",8016,"BAGÀ",8695,"CR","RAVAL","55",3624687,"Farmàcia Cascante Torrella, Roser","Farmàcia Cascante Torrella, Roser","Salut|Farmàcies||",""," CR RAVAL, 55",NA,NA,8695,"Bagà","Berguedà",938244101,NA,NA,406275.416,4678328.347,1.863823333,42.251525869,NA,NA,"2020-03-18T07:57:20.000Z",NA,"POINT (1.8638233 42.251526)"
"300","F08011651","Aranda Margarit, Ricard",51,"BARCELONA 7-A",8019,"BARCELONA",8024,"CR","CASTILLEJOS","437",3624688,"Farmàcia Aranda Margarit, Ricard","Farmàcia Aranda Margarit, Ricard","Salut|Farmàcies||",""," CR CASTILLEJOS, 00437",NA,NA,8024,"Barcelona","Barcelonès",934351101,NA,NA,430484.36,4585065.917,2.168207419,41.414139334,NA,NA,"2020-03-18T07:56:48.000Z",NA,"POINT (2.1682074 41.41414)"
"301","F08011676","Sanz Costa, Marta",41,"BARCELONA 4-C",8019,"BARCELONA",8028,"CR","COLLBLANC","66",3624690,"Farmàcia Sanz Costa, Marta","Farmàcia Sanz Costa, Marta","Salut|Farmàcies||",""," CR COLLBLANC, 66",NA,NA,8028,"Barcelona","Barcelonès",932490169,NA,NA,426221.423,4580859.788,2.117717141,41.375876584,NA,NA,"2020-03-18T07:56:29.000Z",NA,"POINT (2.117717 41.375877)"
"302","F08011725","Matabosch Vilaseca, Xavier",38,"BARCELONA 3-G",8019,"BARCELONA",8029,"CR","NUMANCIA","14",3624695,"Farmàcia Matabosch Vilaseca, Xavier","Farmàcia Matabosch Vilaseca, Xavier","Salut|Farmàcies||",""," CR NUMÀNCIA, 14",NA,NA,8029,"Barcelona","Barcelonès",932301482,NA,NA,428183.047,4581485.006,2.141098616,41.381685145,NA,NA,"2020-03-18T07:56:36.000Z",NA,"POINT (2.1410985 41.381683)"
"303","F08011806","Mancho Muñoz, Amparo",51,"BARCELONA 7-A",8019,"BARCELONA",8024,"AV","Mare de Deu de MONTSERRAT","109",3624701,"Farmàcia Mancho Muñoz, Amparo","Farmàcia Mancho Muñoz, Amparo","Salut|Farmàcies||",""," AV MARE DE DÉU DE MONTSERRAT, 109",NA,NA,8024,"Barcelona","Barcelonès",932358865,NA,NA,430511.211,4585252.991,2.16850719,41.415826564,NA,NA,"2020-03-18T07:56:37.000Z",NA,"POINT (2.168507 41.415825)"
"304","F08011813","Carbonell Roger, Guillem",21,"BARCELONA 2-A",8019,"BARCELONA",8015,"CR","COMTE BORRELL","7",3624702,"Farmàcia Carbonell Roger, Guillem","Farmàcia Carbonell Roger, Guillem","Salut|Farmàcies||",""," CR COMPTE BORRELL, 7",NA,NA,8015,"Barcelona","Barcelonès",934419411,NA,NA,430162.456,4580782.64,2.164850032,41.375533404,NA,NA,"2020-03-18T07:56:45.000Z",NA,"POINT (2.16485 41.375534)"
"305","F08011838","Fiol Belart, Jaume",25,"BARCELONA 2-E",8019,"BARCELONA",8036,"CR","CASANOVA","140",3624704,"Farmàcia Fiol Belart, Jaume","Farmàcia Fiol Belart, Jaume","Salut|Farmàcies||",""," CR CASANOVA, 00140",NA,NA,8036,"Barcelona","Barcelonès",932537461,NA,NA,429312.146,4582257.821,2.154510597,41.388745619,NA,NA,"2020-03-18T07:56:42.000Z",NA,"POINT (2.1545105 41.388744)"
"306","F08011852","Hernández Vallejo, Marta",43,"BARCELONA 5-B",8019,"BARCELONA",8012,"AV","PRINCEP D'ASTURIES","43-45",3624813,"Farmàcia Hernández Vallejo, Marta","Farmàcia Hernández Vallejo, Marta","Salut|Farmàcies||",""," AV PRINCEP D'ASTURIES, 43-45",NA,NA,8012,"Barcelona","Barcelonès",932373389,NA,NA,428964.839,4584020.103,2.150150194,41.404587228,NA,NA,"2020-03-18T07:56:38.000Z",NA,"POINT (2.1501503 41.404587)"
"307","F08011891","Gardella Roca, Neus",55,"BARCELONA 7-E",8019,"BARCELONA",8035,"CR","ARENYS","108",3624817,"Farmàcia Gardella Roca, Neus","Farmàcia Gardella Roca, Neus","Salut|Farmàcies||",""," CR ARENYS, 00108",NA,NA,8035,"Barcelona","Barcelonès",932295714,NA,NA,428727.147,4586085.01,2.147063528,41.423163961,NA,NA,"2020-03-18T07:56:40.000Z",NA,"POINT (2.1470635 41.423164)"
"308","F08011901","Pané Trullols, Elena",358,"BARCELONA 6-E",8019,"BARCELONA",8024,"CR","PAU ALSINA","57",3624818,"Farmàcia Pané Trullols, Elena","Farmàcia Pané Trullols, Elena","Salut|Farmàcies||",""," CR SECRETARI COLOMA, 00057",NA,NA,8024,"Barcelona","Barcelonès",932107856,NA,NA,430070.289,4584502.276,2.163318481,41.409026906,NA,NA,"2020-03-18T07:56:34.000Z",NA,"POINT (2.1633184 41.409027)"
"309","F08012060","Jimenez Castelltort, Laura",42,"BARCELONA 5-A",8019,"BARCELONA",8021,"CR","LAFORJA","109",3624833,"Farmàcia Jimenez Castelltort, Laura","Farmàcia Jimenez Castelltort, Laura","Salut|Farmàcies||",""," CR LAFORJA, 00109",NA,NA,8021,"Barcelona","Barcelonès",932008159,NA,NA,428372.642,4582973.655,2.143189837,41.395109741,NA,NA,"2020-03-18T07:56:38.000Z",NA,"POINT (2.14319 41.39511)"
"310","F08012091","Serentill Rovira, Maria Rosa",108,"CORNELLÀ DE LLOBREGAT 1",8073,"CORNELLÀ DE LLOBREGAT",8940,"CR","BALTASAR ORIOL","59",3624836,"Farmàcia Serentill Rovira, Maria Rosa","Farmàcia Serentill Rovira, Maria Rosa","Salut|Farmàcies||",""," CR BALTASAR ORIOL, 00059",NA,NA,8940,"Cornellà de Llobregat","Baix Llobregat",933771965,NA,NA,423677.574,4578292.635,2.087623147,41.35251822,NA,NA,"2020-03-18T07:57:05.000Z",NA,"POINT (2.0876231 41.35252)"
"311","F08012133","Beatobe Muntada, Joaquim",391,"PALAU-SOLITÀ I PLEGAMANS",8156,"PALAU-SOLITÀ I PLEGAMANS",8184,"CR","J.ANSELM CLAVE","1",3624840,"Farmàcia Beatobe Muntada, Joaquim","Farmàcia Beatobe Muntada, Joaquim","Salut|Farmàcies||",""," CR ANSELM CLAVE, 00001",NA,NA,8184,"Palau-solità i Plegamans","Vallès Occidental",938648047,NA,NA,431617.235,4604232.296,2.17958565,41.586859105,NA,NA,"2020-03-18T07:56:06.000Z",NA,"POINT (2.1795857 41.58686)"
"312","F08012180","Rubio Tremps, Montserrat",36,"BARCELONA 3-E",8019,"BARCELONA",8028,"CR","RIERA BLANCA","109-111",3624844,"Farmàcia Rubio Tremps, Montserrat","Farmàcia Rubio Tremps, Montserrat","Salut|Farmàcies||",""," RI BLANCA, 109",NA,NA,8028,"Barcelona","Barcelonès",934225818,NA,NA,426990.211,4580419.771,2.126962672,41.371983645,NA,NA,"2020-03-18T07:56:30.000Z",NA,"POINT (2.1269627 41.371983)"
"313","F08012207","Simats Vila, Carme",215,"SANT JOAN DE VILATORRADA",8218,"SANT JOAN DE VILATORRADA",8250,"AV","MONTSERRAT","11-13",3624846,"Farmàcia Simats Vila, Carme","Farmàcia Simats Vila, Carme","Salut|Farmàcies||",""," AV MONTSERRAT, 11-13",NA,NA,8250,"Sant Joan de Vilatorrada","Bages",938726314,NA,NA,400565.676,4621818.673,1.804186771,41.741967182,NA,NA,"2020-03-18T07:57:21.000Z",NA,"POINT (1.8041868 41.741966)"
"314","F08012214","Albasanz Olaortua, Fernando",183,"EL PRAT DE LLOBREGAT 2",8169,"EL PRAT DE LLOBREGAT",8820,"AV","VERGE DE MONTSERRAT","135",3624847,"Farmàcia Albasanz Olaortua, Fernando","Farmàcia Albasanz Olaortua, Fernando","Salut|Farmàcies||",""," AV VERGE DE MONTSERRAT, 135",NA,NA,8820,"Prat de Llobregat, el","Baix Llobregat",933791418,NA,NA,424136.561,4575254.407,2.093488863,41.32519755,NA,NA,"2020-03-18T07:57:02.000Z",NA,"POINT (2.093489 41.3252)"
"315","F08012239","Ganvini Asencios, Hugo Ernesto",395,"BARCELONA 9-H",8019,"BARCELONA",8030,"CR","NADAL","42-52",3624849,"Farmàcia Ganvini Asencios, Hugo Ernesto","Farmàcia Ganvini Asencios, Hugo Ernesto","Salut|Farmàcies||",""," CR NADAL, 7-8",NA,NA,8030,"Barcelona","Barcelonès",933469356,NA,NA,432211.62,4586684.72,2.188691569,41.428866918,NA,NA,"2020-03-18T07:56:41.000Z",NA,"POINT (2.1886916 41.428867)"
"316","F08012260","Font Olivet, Anna M.",286,"GRANOLLERS 3 - CENTRE EST",8096,"GRANOLLERS",8401,"CR","ROGER DE FLOR","119",3624852,"Farmàcia Font Olivet, Anna M.","Farmàcia Font Olivet, Anna M.","Salut|Farmàcies||",""," CR ROGER DE FLOR, 119",NA,NA,8400,"Granollers","Vallès Oriental",938706030,NA,NA,440244.251,4605994.994,2.282903211,41.603426965,NA,NA,"2020-03-18T07:55:51.000Z",NA,"POINT (2.2829032 41.603428)"
"317","F08012285","Perera Francisco, Ana Maria",44,"BARCELONA 5-C",8019,"BARCELONA",8034,"CR","RIU D'OR","33",3624854,"Farmàcia Perera Francisco, Ana Maria","Farmàcia Perera Francisco, Ana Maria","Salut|Farmàcies||",""," CR RIU DE L'OR, 00033",NA,NA,8034,"Barcelona","Barcelonès",932050907,NA,NA,426640.045,4582929.829,2.122472037,41.394558837,NA,NA,"2020-03-18T07:56:34.000Z",NA,"POINT (2.122472 41.394558)"
"318","F08012359","Bresco Mancho, Jose Manuel",401,"VILADECANS 3",8301,"VILADECANS",8840,"CR","SOL","67",3624861,"Farmàcia Bresco Mancho, Jose Manuel","Farmàcia Bresco Mancho, Jose Manuel","Salut|Farmàcies||",""," CR SOL, 00067",NA,NA,8840,"Viladecans","Baix Llobregat",936580895,NA,NA,417630.541,4574596.85,2.015846487,41.318636838,NA,NA,"2020-03-18T07:56:57.000Z",NA,"POINT (2.0158465 41.318638)"
"319","F08012373","Rodes Sifres, Eduard",312,"SANT ADRIÀ DEL BESÒS 2",8194,"SANT ADRIÀ DE BESÒS",8930,"CR","FEDERICO GARCIA LORCA","1",3624863,"Farmàcia Rodes Sifres, Eduard","Farmàcia Rodes Sifres, Eduard","Salut|Farmàcies||",""," CR FEDERICO GARCIA LORCA, 00001",NA,NA,8930,"Sant Adrià de Besòs","Barcelonès",933812043,NA,NA,434177.894,4585815.29,2.212316902,41.421199741,NA,NA,"2020-03-18T07:56:16.000Z",NA,"POINT (2.212317 41.4212)"
"320","F08012430","Moreno Murillo, Juan Pablo",109,"CORNELLÀ DE LLOBREGAT 2",8073,"CORNELLÀ DE LLOBREGAT",8940,"CR","GARROFER","5",3622941,"Farmàcia Moreno Murillo, Juan Pablo","Farmàcia Moreno Murillo, Juan Pablo","Salut|Farmàcies||",""," CR GARROFER, 5",NA,NA,8940,"Cornellà de Llobregat","Baix Llobregat",933261297,NA,NA,423075.318,4579633.352,2.08025452,41.364536107,NA,NA,"2020-03-18T07:57:05.000Z",NA,"POINT (2.0802546 41.364536)"
"321","F08012479","Prats Gorrochategui, Matilde",63,"BARCELONA 8-G",8019,"BARCELONA",8042,"CR","ALCANTARA","1",3622945,"Farmàcia Prats Gorrochategui, Matilde","Farmàcia Prats Gorrochategui, Matilde","Salut|Farmàcies||",""," CR ALCANTARA, 00001",NA,NA,8042,"Barcelona","Barcelonès",932543991,NA,NA,430826.332,4588505.304,2.17190533,41.4451461,NA,NA,"2020-03-18T07:56:33.000Z",NA,"POINT (2.1719053 41.445145)"
"322","F08012528","Reverter Agueras, Manuel C.",21,"BARCELONA 2-A",8019,"BARCELONA",8015,"CR","VILADOMAT","90",3622950,"Farmàcia Reverter Agueras, Manuel C.","Farmàcia Reverter Agueras, Manuel C.","Salut|Farmàcies||",""," CR VILADOMAT, 00090",NA,NA,8015,"Barcelona","Barcelonès",934233859,NA,NA,429609.219,4581189.506,2.158187589,41.379149711,NA,NA,"2020-03-18T07:56:32.000Z",NA,"POINT (2.1581876 41.37915)"
"323","F08012599","Golano Gibert, Marta",292,"L'HOSPITALET DE LLOBREGAT 5-S.EULÀLIA N.",8101,"L'HOSPITALET DE LLOBREGAT",8902,"CR","PARETO","39",3622956,"Farmàcia Golano Gibert, Marta","Farmàcia Golano Gibert, Marta","Salut|Farmàcies||",""," CR PARETO, 39",NA,NA,8902,"Hospitalet de Llobregat, l'","Barcelonès",933314594,NA,NA,427040.032,4579692.05,2.127645924,41.365433857,NA,NA,"2020-03-18T07:56:19.000Z",NA,"POINT (2.127646 41.365433)"
"324","F08012648","Soldevila Sitges, Santiago",59,"BARCELONA 8-C",8019,"BARCELONA",8031,"PS","MARAGALL","310",3622960,"Farmàcia Soldevila Sitges, Santiago","Farmàcia Soldevila Sitges, Santiago","Salut|Farmàcies||",""," PS MARAGALL, 310",NA,NA,8031,"Barcelona","Barcelonès",932291165,NA,NA,430577.892,4586540,2.169157261,41.427423945,NA,NA,"2020-03-18T07:56:28.000Z",NA,"POINT (2.1691573 41.427425)"
"325","F08012694","Bellavista Jonch, Francesc",287,"GRANOLLERS 4 - SUD",8096,"GRANOLLERS",8401,"CR","FRANCESC MACIA","56",3622965,"Farmàcia Bellavista Jonch, Francesc","Farmàcia Bellavista Jonch, Francesc","Salut|Farmàcies||",""," CR FRANCESC MACIÀ, 56",NA,NA,8401,"Granollers","Vallès Oriental",938701535,NA,NA,440627.794,4605808.888,2.287524009,41.601779392,NA,NA,"2020-03-18T07:55:51.000Z",NA,"POINT (2.287524 41.60178)"
"326","F08012711","Gomez Salamanca, Silvia",NA,"",8019,"BARCELONA",8016,"PS","VALLDAURA","191",3622967,"Farmàcia Gomez Salamanca, Silvia","Farmàcia Gomez Salamanca, Silvia","Salut|Farmàcies||",""," PS VALLDAURA, 191",NA,NA,8016,"Barcelona","Barcelonès",933549505,NA,NA,431119.438,4587778.128,2.175496729,41.438621917,NA,NA,"2020-03-18T07:56:39.000Z",NA,"POINT (2.1754968 41.43862)"
"327","F08012895","Broggi Coma, Antoni",NA,"",8019,"BARCELONA",0,"PG","Arriassa","7",3622931,"Farmàcia Broggi Coma, Antoni","Farmàcia Broggi Coma, Antoni","Salut|Farmàcies||",""," PG ARRIAZA, 5",NA,NA,8020,"Barcelona","Barcelonès",933139096,NA,NA,433587.926,4586007.57,2.205236387,41.422883,NA,NA,"2020-03-18T07:56:46.000Z",NA,"POINT (2.2052364 41.422882)"
"328","F08012905","Sanz Pirla, Lourdes Pilar",312,"SANT ADRIÀ DEL BESÒS 2",8194,"SANT ADRIÀ DE BESÒS",8930,"AV","CORTS CATALANES","26",3622932,"Farmàcia Sanz Pirla, Lourdes Pilar","Farmàcia Sanz Pirla, Lourdes Pilar","Salut|Farmàcies||",""," AV CORTS CATALANES, 26",NA,NA,8930,"Sant Adrià de Besòs","Barcelonès",933811317,NA,NA,434270.429,4585953.732,2.213409106,41.422454223,NA,NA,"2020-03-18T07:56:16.000Z",NA,"POINT (2.2134092 41.422455)"
"329","F08012912","Gordo Bort, Joan Carles",366,"CASTELLDEFELS-2",8056,"CASTELLDEFELS",8860,"AV","DEL MAR","2",3622933,"Farmàcia Gordo Bort, Joan Carles","Farmàcia Gordo Bort, Joan Carles","Salut|Farmàcies||",""," AV MAR, 2",NA,NA,8860,"Castelldefels","Baix Llobregat",936651893,NA,NA,413806.073,4568727.484,1.970989576,41.265375691,NA,NA,"2020-03-18T07:57:06.000Z",NA,"POINT (1.9709896 41.265377)"
"330","F08012937","Ramos Sierra, Manuel",65,"BARCELONA 9-A",8019,"BARCELONA",8027,"AV","MERIDIANA","320 BIS",3622935,"Farmàcia Ramos Sierra, Manuel","Farmàcia Ramos Sierra, Manuel","Salut|Farmàcies||",""," AV MERIDIANA, 320 b",NA,NA,8027,"Barcelona","Barcelonès",933525806,NA,NA,432075.674,4586216.123,2.187117328,41.424634934,NA,NA,"2020-03-18T07:56:32.000Z",NA,"POINT (2.1871173 41.424637)"
"331","F08012969","De Mena Obiols, Carles",353,"VILASSAR DE DALT",8030,"CABRILS",8348,"CR","EMILIA CARLES","3",3623083,"Farmàcia De Mena Obiols, Carles","Farmàcia De Mena Obiols, Carles","Salut|Farmàcies||",""," CR EMILIA CARLES, 3",NA,NA,8348,"Cabrils","Maresme",937509377,NA,NA,447265.411,4597367.407,2.36791293,41.526214655,NA,NA,"2020-03-18T07:56:10.000Z",NA,"POINT (2.367913 41.526215)"
"332","F08012990","Ventura Miserachs, Albert",116,"ESPLUGUES DE LLOBREGAT 1",8077,"ESPLUGUES DE LLOBREGAT",8950,"CR","MOLI","22",3623086,"Farmàcia Ventura Miserachs, Albert","Farmàcia Ventura Miserachs, Albert","Salut|Farmàcies||",""," CR DEL MOLÍ, 00022",NA,NA,8950,"Esplugues de Llobregat","Baix Llobregat",933710890,NA,NA,424559.616,4580345.13,2.097910769,41.371087226,NA,NA,"2020-03-18T07:57:04.000Z",NA,"POINT (2.097911 41.371086)"
"333","F08013024","Costa Claver, Josefa",41,"BARCELONA 4-C",8019,"BARCELONA",8028,"TS","DE LES CORTS","173",3623089,"Farmàcia Costa Claver, Josefa","Farmàcia Costa Claver, Josefa","Salut|Farmàcies||",""," CR TRAVESSERA DE LES CORTS, 173",NA,NA,8028,"Barcelona","Barcelonès",933308823,NA,NA,427049.169,4581550.299,2.127531542,41.3821712,NA,NA,"2020-03-18T07:56:44.000Z",NA,"POINT (2.1275315 41.38217)"
"334","F08013088","Parejo Cuesta, Anna M.",71,"BARCELONA 10-A",8019,"BARCELONA",8018,"AV","MERIDIANA","30",3623095,"Farmàcia Parejo Cuesta, Anna M.","Farmàcia Parejo Cuesta, Anna M.","Salut|Farmàcies||",""," AV MERIDIANA, 30",NA,NA,8018,"Barcelona","Barcelonès",933007718,NA,NA,432050.065,4582962.13,2.187176288,41.395325074,NA,NA,"2020-03-18T07:56:34.000Z",NA,"POINT (2.1871762 41.395325)"
"335","F08013095","Nialet Prieto, Berta",74,"BARCELONA 10-D",8019,"BARCELONA",8019,"RB","PRIM","74",3623096,"Farmàcia Nialet Prieto, Berta","Farmàcia Nialet Prieto, Berta","Salut|Farmàcies||",""," RB PRIM, 74",NA,NA,8019,"Barcelona","Barcelonès",933051751,NA,NA,434371.8,4585143.87,2.214709994,41.415168304,NA,NA,"2020-03-18T07:56:34.000Z",NA,"POINT (2.21471 41.41517)"
"336","F08013176","Brillas Elias, Pere",67,"BARCELONA 9-C",8019,"BARCELONA",8027,"CR","INDUSTRIA","339",3623104,"Farmàcia Brillas Elias, Pere","Farmàcia Brillas Elias, Pere","Salut|Farmàcies||",""," CR INDUSTRIA, 329",NA,NA,8027,"Barcelona","Barcelonès",933524402,NA,NA,431855.7,4585415.118,2.184575313,41.417401926,NA,NA,"2020-03-18T07:56:46.000Z",NA,"POINT (2.1845753 41.4174)"
"337","F08013232","Vendrell Matute, Pere",336,"TORDERA",8284,"TORDERA",8490,"CM","RAL","84 BIS",3623110,"Farmàcia Vendrell Matute, Pere","Farmàcia Vendrell Matute, Pere","Salut|Farmàcies||",""," CR CAMÍ RAL, 84 BI",NA,NA,8490,"Tordera","Maresme",937640655,NA,NA,476611.885,4616346.786,2.718917739,41.698560496,NA,NA,"2020-03-18T07:57:29.000Z",NA,"POINT (2.7189178 41.69856)"
"338","F08013264","Ventura Buxados, Ramon",NA,"",8019,"BARCELONA",8016,"CR","DEIA","28",3623113,"Farmàcia Ventura Buxados, Ramon","Farmàcia Ventura Buxados, Ramon","Salut|Farmàcies||",""," CR DEIA, 00006",NA,NA,8016,"Barcelona","Barcelonès",933598961,NA,NA,431269.618,4587139.683,2.177366828,41.432884552,NA,NA,"2020-03-18T07:56:26.000Z",NA,"POINT (2.1773667 41.432884)"
"339","F08013306","Riba Mas, Anna",110,"CORNELLÀ DE LLOBREGAT 3",8073,"CORNELLÀ DE LLOBREGAT",8940,"CR","CRISTOBAL LLARGUES","20",3623117,"Farmàcia Riba Mas, Anna","Farmàcia Riba Mas, Anna","Salut|Farmàcies||",""," CR CRISTOFOR LLARGUES, 00020",NA,NA,8940,"Cornellà de Llobregat","Baix Llobregat",933763138,NA,NA,423013.272,4579177.828,2.079570583,41.360427497,NA,NA,"2020-03-18T07:57:05.000Z",NA,"POINT (2.0795705 41.360428)"
"340","F08013313","Zalacain Puy, Enriqueta",NA,"",8019,"BARCELONA",8016,"CR","ALCUDIA","46",3623118,"Farmàcia Zalacain Puy, Enriqueta","Farmàcia Zalacain Puy, Enriqueta","Salut|Farmàcies||",""," CR ALCUDIA, 00046",NA,NA,8016,"Barcelona","Barcelonès",933599147,NA,NA,431031.831,4587485.139,2.174481611,41.43597556,NA,NA,"2020-03-18T07:56:25.000Z",NA,"POINT (2.1744816 41.435974)"
"341","F08013384","Panades Mas, Francesca",383,"BARCELONA 3-H",8019,"BARCELONA",8038,"PS","ZONA FRANCA","226",3623123,"Farmàcia Panades Mas, Francesca","Farmàcia Panades Mas, Francesca","Salut|Farmàcies||",""," PS ZONA FRANCA, 226",NA,NA,8038,"Barcelona","Barcelonès",933323447,NA,NA,427862.396,4579371.728,2.137515633,41.362622943,NA,NA,"2020-03-18T07:56:34.000Z",NA,"POINT (2.1375155 41.36262)"
"342","F08013480","San Segundo Blazquez, Sandra",205,"SANT BOI DE LLOBREGAT 4",8200,"SANT BOI DE LLOBREGAT",8830,"CR","FRANCESC MACIA","21",3623133,"Farmàcia San Segundo Blazquez, Sandra","Farmàcia San Segundo Blazquez, Sandra","Salut|Farmàcies||",""," CR FRANCESC MACIÀ, 21",NA,NA,8830,"Sant Boi de Llobregat","Baix Llobregat",936610905,NA,NA,419751.533,4577202.497,2.04084057,41.342318354,NA,NA,"2020-03-18T07:57:00.000Z",NA,"POINT (2.0408406 41.34232)"
"343","F08013546","Ohngemach Hidalgo, M. Isabel",64,"BARCELONA 8-H",8019,"BARCELONA",8033,"AV","RASOS DE PEGUERA","129",3623243,"Farmàcia Ohngemach Hidalgo, M. Isabel","Farmàcia Ohngemach Hidalgo, M. Isabel","Salut|Farmàcies||",""," AV RASOS DE PEGUERA, 00129",NA,NA,8033,"Barcelona","Barcelonès",933540392,NA,NA,430954.597,4590157.882,2.17325169,41.460041239,NA,NA,"2020-03-18T07:56:34.000Z",NA,"POINT (2.1732516 41.46004)"
"344","F08013610","Tarruell Tibau, Marc",89,"CALDES DE MONTBUI",8033,"CALDES DE MONTBUI",8140,"CR","MONTSERRAT","30",3623250,"Farmàcia Tarruell Tibau, Marc","Farmàcia Tarruell Tibau, Marc","Salut|Farmàcies||",""," CR MONTSERRAT, 30",NA,NA,8140,"Caldes de Montbui","Vallès Oriental",938650997,NA,NA,430625.773,4609203.582,2.167116183,41.631546658,NA,NA,"2020-03-18T07:55:53.000Z",NA,"POINT (2.1671162 41.631546)"
"345","F08013634","Torrents Bergé, Javier",383,"BARCELONA 3-H",8019,"BARCELONA",8038,"CR","ENERGIA","9",3623252,"Farmàcia Torrents Bergé, Javier","Farmàcia Torrents Bergé, Javier","Salut|Farmàcies||",""," CR ENERGIA, 9",NA,NA,8038,"Barcelona","Barcelonès",933325018,NA,NA,427774.622,4578847.355,2.136528744,41.357892229,NA,NA,"2020-03-18T07:56:27.000Z",NA,"POINT (2.1365287 41.35789)"
"346","F08013680","Cortada Martinez, Elisabeth",121,"LA GARRIGA",8134,"FIGARÓ-MONTMANY",8590,"CT","DE RIBES","51",3623257,"Farmàcia Cortada Martinez, Elisabeth","Farmàcia Cortada Martinez, Elisabeth","Salut|Farmàcies||",""," CT DE RIBES, 51",NA,NA,8590,"Figaró-Montmany","Vallès Oriental",938429054,NA,NA,439536.413,4619396.448,2.273053096,41.724073486,NA,NA,"2020-03-18T07:55:48.000Z",NA,"POINT (2.2730532 41.724075)"
"347","F08013722","Samsó Llenas, Pere",150,"MARTORELLES",8115,"MARTORELLES",8107,"AV","D'EN PIERA","41",3623261,"Farmàcia Samsó Llenas, Pere","Farmàcia Samsó Llenas, Pere","Salut|Farmàcies||",""," AV PIERA, 41",NA,NA,8107,"Martorelles","Vallès Oriental",932912131,NA,NA,436028.94,4597602.957,2.233215926,41.527517088,NA,NA,"2020-03-18T07:55:49.000Z",NA,"POINT (2.2332158 41.527515)"
